flight_iata,dep_scheduled_utc,dep_iata,arr_iata,airline_iata,airline_icao,status,dep_terminal,flight_number,dep_delay_min,is_delayed,hour_of_day,day_of_week,month,season,is_weekend,dep_airport_type,dep_latitude,dep_longitude,dep_elevation_ft,dep_iso_country,dep_iso_region,dep_municipality,dep_scheduled_service,arr_airport_type,arr_latitude,arr_longitude,arr_elevation_ft,arr_iso_country,arr_iso_region,arr_municipality,arr_scheduled_service,route_distance_km,is_domestic,is_international,notam_count_dep,notam_count_arr,notam_count_route,notam_active_dep,notam_active_arr,has_restriction_dep,has_restriction_arr,has_parachute_activity_dep,has_military_exercise_dep,has_runway_closure_dep,has_runway_closure_arr,has_airspace_restriction,notam_max_hours_dep,notam_max_hours_arr,dep_notams_available,arr_notams_available,flights_dep_same_hour,flights_arr_same_hour,updated_at
KC863,2026-04-18 11:25:00+00,ALA,AKX,KC,KZR,active,1,863,,,11,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,50.248116,57.204144,738,KZ,KZ-AKT,Aktobe,t,1686.3,t,f,17,,17,17,,f,,t,f,f,,f,2192,,t,f,6,7,2026-05-12 11:28:17.548935+00
EY5285,2026-04-18 11:30:00+00,NQZ,ALA,EY,ETD,unknown,,5285,,,11,5,4,spring,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,950.87,t,f,3,17,20,3,17,f,f,f,f,f,f,f,1112,2192,t,t,3,0,2026-05-12 11:28:17.548935+00
RH9492,2026-04-18 11:30:00+00,IST,ALA,RH,HKC,landed,,9492,32,t,11,5,4,spring,t,large_airport,41.274874,28.732136,325,TR,TR-34,Istanbul,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,3923.13,f,t,0,17,17,0,17,f,f,f,f,f,f,f,,2192,f,t,3,0,2026-05-12 11:28:17.548935+00
KC852,2026-04-18 11:30:00+00,NQZ,ALA,KC,KZR,unknown,,852,,,11,5,4,spring,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,950.87,t,f,3,17,20,3,17,f,f,f,f,f,f,f,1112,2192,t,t,3,0,2026-05-12 11:28:17.548935+00
CX6220,2026-04-18 11:35:00+00,DEL,ALA,CX,CPA,landed,3,6220,50,t,11,5,4,spring,t,large_airport,28.55563,77.09519,777,IN,IN-DL,New Delhi,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,1645.54,f,t,0,17,17,0,17,f,f,f,f,f,f,f,,2192,f,t,3,0,2026-05-12 11:28:17.548935+00
AI6801,2026-04-18 11:35:00+00,DEL,ALA,AI,AIC,landed,3,6801,50,t,11,5,4,spring,t,large_airport,28.55563,77.09519,777,IN,IN-DL,New Delhi,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,1645.54,f,t,0,17,17,0,17,f,f,f,f,f,f,f,,2192,f,t,3,0,2026-05-12 11:28:17.548935+00
KC908,2026-04-18 11:35:00+00,DEL,ALA,KC,KZR,landed,3,908,50,t,11,5,4,spring,t,large_airport,28.55563,77.09519,777,IN,IN-DL,New Delhi,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,1645.54,f,t,0,17,17,0,17,f,f,f,f,f,f,f,,2192,f,t,3,0,2026-05-12 11:28:17.548935+00
C6212,2026-04-18 11:45:00+00,SCO,NCU,C6,MFX,active,,212,1,f,11,5,4,spring,t,large_airport,43.860093,51.09086,73,KZ,KZ-MAN,Aktau,t,large_airport,42.4884,59.623299,246,UZ,UZ-QR,Nukus,t,708.17,f,t,3,,3,3,,f,,f,f,f,,f,682.2,,t,f,1,0,2026-05-12 11:28:17.548935+00
HY762,2026-04-18 11:45:00+00,ALA,TAS,HY,UZB,active,2,762,8,f,11,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,41.2579,69.281197,1417,UZ,UZ-TO,Tashkent,t,679.19,f,t,17,,17,17,,f,,t,f,f,,f,2192,,t,f,6,7,2026-05-12 11:28:17.548935+00
KC918,2026-04-18 11:50:00+00,IST,NQZ,KC,KZR,landed,,918,21,t,11,5,4,spring,t,large_airport,41.274874,28.732136,325,TR,TR-34,Istanbul,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,3411.21,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,3,0,2026-05-12 11:28:17.548935+00
TK8804,2026-04-18 11:50:00+00,IST,NQZ,TK,THY,landed,,8804,21,t,11,5,4,spring,t,large_airport,41.274874,28.732136,325,TR,TR-34,Istanbul,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,3411.21,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,3,0,2026-05-12 11:28:17.548935+00
5C852,2026-04-18 11:51:00+00,ALA,TLV,5C,ICL,unknown,,852,,,11,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,32.011398,34.8867,135,IL,IL-M,Tel Aviv,t,3871.52,f,t,17,,17,17,,f,,t,f,f,,f,2192,,t,f,6,7,2026-05-12 11:28:17.548935+00
DV839,2026-04-18 11:55:00+00,CIT,DZN,DV,VSV,active,a,839,,,11,5,4,spring,t,large_airport,42.365021,69.47564,1385,KZ,KZ-YUZ,Shymkent,t,large_airport,47.708953,67.738094,1250,KZ,KZ-ULY,Zhezkazgan,t,609.66,t,f,7,,7,7,,f,,f,f,f,,f,335.98333333333335,,t,f,2,1,2026-05-12 11:28:17.548935+00
KC174,2026-04-18 12:00:00+00,PQC,NQZ,KC,KZR,landed,,174,47,t,12,5,4,spring,t,large_airport,10.169783,103.99353,37,VN,VN-SW,Phu Quoc Island,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,5421.68,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,1,0,2026-05-12 11:28:17.548935+00
EY5270,2026-04-18 12:05:00+00,ALA,TAS,EY,ETD,active,,5270,,,12,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,41.2579,69.281197,1417,UZ,UZ-TO,Tashkent,t,679.19,f,t,16,,16,16,,f,,t,f,f,,f,2192,,t,f,11,7,2026-05-12 11:28:17.548935+00
KC127,2026-04-18 12:05:00+00,ALA,TAS,KC,KZR,active,,127,,,12,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,41.2579,69.281197,1417,UZ,UZ-TO,Tashkent,t,679.19,f,t,16,,16,16,,f,,t,f,f,,f,2192,,t,f,11,7,2026-05-12 11:28:17.548935+00
KC889,2026-04-18 12:10:00+00,ALA,GUW,KC,KZR,landed,1,889,3,f,12,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,47.121318,51.820343,-72,KZ,KZ-ATY,Atyrau,t,2009.5,t,f,16,1,17,16,1,f,f,t,f,f,t,f,2192,720,t,t,11,7,2026-05-12 11:28:17.548935+00
FS7116,2026-04-18 12:15:00+00,KZO,ALA,FS,AYN,landed,,7116,,,12,5,4,spring,t,large_airport,44.706902,65.592499,433,KZ,KZ-KZY,Kyzylorda,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,926.87,t,f,0,16,16,0,16,f,f,f,f,f,f,f,,2192,f,t,1,0,2026-05-12 11:28:17.548935+00
KC301,2026-04-18 12:15:00+00,ALA,UKK,KC,KZR,active,1,301,6,f,12,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,50.035033,82.496057,939,KZ,KZ-VOS,Ust-Kamenogorsk (Oskemen),t,850.82,t,f,16,,16,16,,f,,t,f,f,,f,2192,,t,f,11,7,2026-05-12 11:28:17.548935+00
EY5283,2026-04-18 12:15:00+00,ALA,UKK,EY,ETD,active,1,5283,6,f,12,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,50.035033,82.496057,939,KZ,KZ-VOS,Ust-Kamenogorsk (Oskemen),t,850.82,t,f,16,,16,16,,f,,t,f,f,,f,2192,,t,f,11,7,2026-05-12 11:28:17.548935+00
KC564,2026-04-18 12:15:00+00,HKT,ALA,KC,KZR,landed,i,564,9,f,12,5,4,spring,t,large_airport,8.113257,98.3174,82,TH,TH-83,Phuket,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,4431.6,f,t,0,16,16,0,16,f,f,f,f,f,f,f,,2192,f,t,1,0,2026-05-12 11:28:17.548935+00
KC1331,2026-04-18 12:20:00+00,ALA,PLX,KC,KZR,active,,1331,7,f,12,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,50.351295,80.234398,761,KZ,KZ-ABA,Semey,t,814.81,t,f,16,,16,16,,f,,t,f,f,,f,2192,,t,f,11,7,2026-05-12 11:28:17.548935+00
FS7151,2026-04-18 12:20:00+00,ALA,PLX,FS,AYN,active,,7151,7,f,12,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,50.351295,80.234398,761,KZ,KZ-ABA,Semey,t,814.81,t,f,16,,16,16,,f,,t,f,f,,f,2192,,t,f,11,7,2026-05-12 11:28:17.548935+00
W14741,2026-04-18 12:20:00+00,SKD,ALA,W1,W1,landed,,4741,,,12,5,4,spring,t,large_airport,39.701842,66.981467,2224,UZ,UZ-SA,Samarkand,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,929.97,f,t,0,16,16,0,16,f,f,f,f,f,f,f,,2192,f,t,3,0,2026-05-12 11:28:17.548935+00
KC1346,2026-04-18 12:20:00+00,SKD,ALA,KC,KZR,landed,,1346,,,12,5,4,spring,t,large_airport,39.701842,66.981467,2224,UZ,UZ-SA,Samarkand,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,929.97,f,t,0,16,16,0,16,f,f,f,f,f,f,f,,2192,f,t,3,0,2026-05-12 11:28:17.548935+00
FS7880,2026-04-18 12:20:00+00,SKD,ALA,FS,AYN,landed,,7880,,,12,5,4,spring,t,large_airport,39.701842,66.981467,2224,UZ,UZ-SA,Samarkand,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,929.97,f,t,0,16,16,0,16,f,f,f,f,f,f,f,,2192,f,t,3,0,2026-05-12 11:28:17.548935+00
DV709,2026-04-18 12:30:00+00,CIT,SCO,DV,VSV,active,a,709,1,f,12,5,4,spring,t,large_airport,42.365021,69.47564,1385,KZ,KZ-YUZ,Shymkent,t,large_airport,43.860093,51.09086,73,KZ,KZ-MAN,Aktau,t,1498.45,t,f,6,3,9,6,3,f,f,f,f,f,f,f,335.98333333333335,682.2,t,t,1,0,2026-05-12 11:28:17.548935+00
DV761,2026-04-18 12:30:00+00,HSA,SCO,DV,VSV,unknown,,761,,,12,5,4,spring,t,large_airport,43.311087,68.550352,951,KZ,KZ-YUZ,Turkıstan,t,large_airport,43.860093,51.09086,73,KZ,KZ-MAN,Aktau,t,1404.96,t,f,0,3,3,0,3,f,f,f,f,f,f,f,,682.2,f,t,1,0,2026-05-12 11:28:17.548935+00
KC128,2026-04-18 12:30:00+00,TAS,ALA,KC,KZR,landed,2,128,5,f,12,5,4,spring,t,large_airport,41.2579,69.281197,1417,UZ,UZ-TO,Tashkent,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,679.19,f,t,0,16,16,0,16,f,f,f,f,f,f,f,,2192,f,t,2,3,2026-05-12 11:28:17.548935+00
DV708,2026-04-18 12:30:00+00,ALA,CIT,DV,VSV,landed,1,708,5,f,12,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,42.365021,69.47564,1385,KZ,KZ-YUZ,Shymkent,t,626.29,t,f,16,6,22,16,6,f,f,t,f,f,f,f,2192,335.98333333333335,t,t,11,7,2026-05-12 11:28:17.548935+00
EY5276,2026-04-18 12:30:00+00,TAS,ALA,EY,ETD,landed,2,5276,5,f,12,5,4,spring,t,large_airport,41.2579,69.281197,1417,UZ,UZ-TO,Tashkent,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,679.19,f,t,0,16,16,0,16,f,f,f,f,f,f,f,,2192,f,t,2,3,2026-05-12 11:28:17.548935+00
LH646,2026-04-18 12:35:00+00,FRA,NQZ,LH,DLH,landed,2,646,12,f,12,5,4,spring,t,large_airport,50.026706,8.55835,364,DE,DE-HE,Frankfurt am Main,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,4309.66,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,3,0,2026-05-12 11:28:17.548935+00
KC1646,2026-04-18 12:35:00+00,FRA,NQZ,KC,KZR,landed,2,1646,12,f,12,5,4,spring,t,large_airport,50.026706,8.55835,364,DE,DE-HE,Frankfurt am Main,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,4309.66,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,3,0,2026-05-12 11:28:17.548935+00
UA9109,2026-04-18 12:35:00+00,FRA,NQZ,UA,UAL,landed,2,9109,12,f,12,5,4,spring,t,large_airport,50.026706,8.55835,364,DE,DE-HE,Frankfurt am Main,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,4309.66,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,3,0,2026-05-12 11:28:17.548935+00
KC688,2026-04-18 12:40:00+00,URC,ALA,KC,KZR,landed,,688,69,t,12,5,4,spring,t,large_airport,43.913584,87.479372,2125,CN,CN-65,Ürümqi,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,841.66,f,t,0,16,16,0,16,f,f,f,f,f,f,f,,2192,f,t,1,0,2026-05-12 11:28:17.548935+00
AG539,2026-04-18 12:40:00+00,ALA,LEJ,AG,ABR,active,,539,29,t,12,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,51.420657,12.232705,465,DE,DE-SN,Schkeuditz,t,4797.15,f,t,16,,16,16,,f,,t,f,f,,f,2192,,t,f,11,7,2026-05-12 11:28:17.548935+00
LH9611,2026-04-18 12:45:00+00,ALA,FRA,LH,DLH,active,2,9611,28,t,12,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,50.026706,8.55835,364,DE,DE-HE,Frankfurt am Main,t,5090.46,f,t,16,,16,16,,f,,t,f,f,,f,2192,,t,f,11,7,2026-05-12 11:28:17.548935+00
KC221,2026-04-18 12:45:00+00,ALA,FRA,KC,KZR,active,2,221,28,t,12,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,50.026706,8.55835,364,DE,DE-HE,Frankfurt am Main,t,5090.46,f,t,16,,16,16,,f,,t,f,f,,f,2192,,t,f,11,7,2026-05-12 11:28:17.548935+00
D7600,2026-04-18 12:45:00+00,KUL,ALA,D7,XAX,landed,2,600,15,f,12,5,4,spring,t,large_airport,2.74558,101.709999,69,MY,MY-10,Sepang,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,5130.55,f,t,0,16,16,0,16,f,f,f,f,f,f,f,,2192,f,t,1,0,2026-05-12 11:28:17.548935+00
RH9489,2026-04-18 13:20:00+00,HKG,ALA,RH,HKC,unknown,,9489,,,13,5,4,spring,t,large_airport,22.31184,113.914862,28,HK,HK-NT,Hong Kong,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,4112.86,f,t,0,15,15,0,15,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:17.548935+00
SU1962,2026-04-18 13:20:00+00,SVO,NQZ,SU,AFL,landed,c,1962,6,f,13,5,4,spring,t,large_airport,55.976858,37.41121,622,RU,RU-MOS,Moscow,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,2293.25,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,1,0,2026-05-12 11:28:17.548935+00
DV804,2026-04-18 13:20:00+00,PRG,NQZ,DV,VSV,landed,1,804,19,t,13,5,4,spring,t,large_airport,50.100874,14.259911,1247,CZ,CZ-PR,Prague,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,3938.41,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,1,0,2026-05-12 11:28:17.548935+00
TK6783,2026-04-18 13:20:00+00,HKG,ALA,TK,THY,unknown,,6783,,,13,5,4,spring,t,large_airport,22.31184,113.914862,28,HK,HK-NT,Hong Kong,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,4112.86,f,t,0,15,15,0,15,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:17.548935+00
KC1311,2026-04-18 13:25:00+00,ALA,KGF,KC,KZR,active,,1311,17,t,13,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,49.670799,73.334396,1765,KZ,KZ-KAR,Karaganda,t,757.29,t,f,15,,15,15,,f,,t,f,f,,f,2192,,t,f,2,8,2026-05-12 11:28:17.548935+00
FS7121,2026-04-18 13:25:00+00,ALA,KGF,FS,AYN,active,,7121,17,t,13,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,49.670799,73.334396,1765,KZ,KZ-KAR,Karaganda,t,757.29,t,f,15,,15,15,,f,,t,f,f,,f,2192,,t,f,2,8,2026-05-12 11:28:17.548935+00
DV758,2026-04-18 13:40:00+00,DMB,ALA,DV,VSV,unknown,,758,,,13,5,4,spring,t,large_airport,42.8536,71.303596,2184,KZ,KZ-ZHA,Taraz,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,469.16,t,f,0,14,14,0,14,f,f,f,f,f,f,f,,2192,f,t,1,0,2026-05-12 11:28:17.548935+00
DV770,2026-04-18 13:40:00+00,GUW,ALA,DV,VSV,active,,770,,,13,5,4,spring,t,large_airport,47.121318,51.820343,-72,KZ,KZ-ATY,Atyrau,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,2009.5,t,f,1,14,15,1,14,f,f,f,f,t,f,f,720,2192,t,t,1,1,2026-05-12 11:28:17.548935+00
FS7906,2026-04-18 13:45:00+00,KUT,NQZ,FS,AYN,landed,,7906,,,13,5,4,spring,t,large_airport,42.177448,42.485353,223,GE,GE-IM,Kopitnari,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,2402.65,f,t,0,3,3,0,3,f,f,f,f,f,f,f,,1112,f,t,1,0,2026-05-12 11:28:17.548935+00
KC128,2026-04-18 14:00:00+00,TAS,ALA,KC,KZR,unknown,,128,,,14,5,4,spring,t,large_airport,41.2579,69.281197,1417,UZ,UZ-TO,Tashkent,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,679.19,f,t,0,14,14,0,14,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:17.548935+00
EY5294,2026-04-18 14:00:00+00,NQZ,UKK,EY,ETD,unknown,,5294,,,14,5,4,spring,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,50.035033,82.496057,939,KZ,KZ-VOS,Ust-Kamenogorsk (Oskemen),t,786.55,t,f,3,,3,3,,f,,f,f,f,,f,1112,,t,f,2,0,2026-05-12 11:28:17.548935+00
KC345,2026-04-18 14:00:00+00,NQZ,UKK,KC,KZR,unknown,,345,,,14,5,4,spring,t,large_airport,51.027035,71.467094,1165,KZ,KZ-AST,Astana,t,large_airport,50.035033,82.496057,939,KZ,KZ-VOS,Ust-Kamenogorsk (Oskemen),t,786.55,t,f,3,,3,3,,f,,f,f,f,,f,1112,,t,f,2,0,2026-05-12 11:28:17.548935+00
EY5276,2026-04-18 14:00:00+00,TAS,ALA,EY,ETD,unknown,,5276,,,14,5,4,spring,t,large_airport,41.2579,69.281197,1417,UZ,UZ-TO,Tashkent,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,679.19,f,t,0,14,14,0,14,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:17.548935+00
KC864,2026-04-18 14:05:00+00,AKX,ALA,KC,KZR,landed,,864,2,f,14,5,4,spring,t,large_airport,50.248116,57.204144,738,KZ,KZ-AKT,Aktobe,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,1686.3,t,f,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:17.548935+00
EY5250,2026-04-18 14:05:00+00,AKX,ALA,EY,ETD,landed,,5250,2,f,14,5,4,spring,t,large_airport,50.248116,57.204144,738,KZ,KZ-AKT,Aktobe,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,1686.3,t,f,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:17.548935+00
KC985,2026-04-18 14:10:00+00,ALA,KZO,KC,KZR,active,1,985,11,f,14,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,44.706902,65.592499,433,KZ,KZ-KZY,Kyzylorda,t,926.87,t,f,13,,13,13,,f,,f,f,f,,f,2192,,t,f,10,2,2026-05-12 11:28:17.548935+00
DV840,2026-04-18 14:10:00+00,DZN,CIT,DV,VSV,landed,,840,,,14,5,4,spring,t,large_airport,47.708953,67.738094,1250,KZ,KZ-ULY,Zhezkazgan,t,large_airport,42.365021,69.47564,1385,KZ,KZ-YUZ,Shymkent,t,609.66,t,f,0,6,6,0,6,f,f,f,f,f,f,f,,335.98333333333335,f,t,1,0,2026-05-12 11:28:17.548935+00
EY5268,2026-04-18 14:10:00+00,ALA,KZO,EY,ETD,active,1,5268,11,f,14,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,44.706902,65.592499,433,KZ,KZ-KZY,Kyzylorda,t,926.87,t,f,13,,13,13,,f,,f,f,f,,f,2192,,t,f,10,2,2026-05-12 11:28:17.548935+00
HY9768,2026-04-18 14:15:00+00,ALA,NCU,HY,UZB,active,2,9768,16,t,14,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,42.4884,59.623299,246,UZ,UZ-QR,Nukus,t,1419.09,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,10,2,2026-05-12 11:28:17.548935+00
9T9215,2026-04-18 14:15:00+00,ALA,BUD,9T,RUN,active,,9215,65,t,14,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,47.43018,19.262393,495,HU,HU-BU,Budapest,t,4429.98,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,10,2,2026-05-12 11:28:17.548935+00
3U9829,2026-04-18 14:20:00+00,ALA,WAW,3U,CSC,active,,9829,,,14,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,52.165699,20.9671,362,PL,PL-MZ,Warsaw,t,4193.25,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,10,2,2026-05-12 11:28:17.548935+00
FS7152,2026-04-18 14:25:00+00,PLX,ALA,FS,AYN,landed,,7152,8,f,14,5,4,spring,t,large_airport,50.351295,80.234398,761,KZ,KZ-ABA,Semey,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,814.81,t,f,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:17.548935+00
KC1332,2026-04-18 14:25:00+00,PLX,ALA,KC,KZR,landed,,1332,8,f,14,5,4,spring,t,large_airport,50.351295,80.234398,761,KZ,KZ-ABA,Semey,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,814.81,t,f,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:17.548935+00
FS7165,2026-04-18 14:30:00+00,ALA,URA,FS,AYN,active,,7165,6,f,14,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,51.151976,51.543652,125,KZ,KZ-ZAP,Uralsk,t,2096.85,t,f,13,,13,13,,f,,f,f,f,,f,2192,,t,f,10,2,2026-05-12 11:28:17.548935+00
KC142,2026-04-18 14:30:00+00,TBS,ALA,KC,KZR,landed,,142,11,f,14,5,4,spring,t,large_airport,41.669201,44.9547,1624,GE,GE-TB,Tbilisi,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,2620.57,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,1,0,2026-05-12 11:28:17.548935+00
S75501,2026-04-18 14:35:00+00,OVB,ALA,S7,SBI,unknown,,5501,,,14,5,4,spring,t,large_airport,55.019756,82.618675,365,RU,RU-NVS,Novosibirsk,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,1357.89,f,t,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,1,0,2026-05-12 11:28:17.548935+00
TK6783,2026-04-18 14:40:00+00,ALA,IST,TK,THY,unknown,,6783,,,14,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,41.274874,28.732136,325,TR,TR-34,Istanbul,t,3923.13,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,10,2,2026-05-12 11:28:17.548935+00
DV707,2026-04-18 14:40:00+00,CIT,ALA,DV,VSV,active,a,707,,,14,5,4,spring,t,large_airport,42.365021,69.47564,1385,KZ,KZ-YUZ,Shymkent,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,626.29,t,f,6,13,19,6,13,f,f,f,f,f,f,f,335.98333333333335,2192,t,t,1,0,2026-05-12 11:28:17.548935+00
KC211,2026-04-18 14:45:00+00,ALA,TAS,KC,KZR,active,2,211,16,t,14,5,4,spring,t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,large_airport,41.2579,69.281197,1417,UZ,UZ-TO,Tashkent,t,679.19,f,t,13,,13,13,,f,,f,f,f,,f,2192,,t,f,10,2,2026-05-12 11:28:17.548935+00
EY5284,2026-04-18 14:45:00+00,UKK,ALA,EY,ETD,landed,,5284,,,14,5,4,spring,t,large_airport,50.035033,82.496057,939,KZ,KZ-VOS,Ust-Kamenogorsk (Oskemen),t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,850.82,t,f,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:17.548935+00
KC302,2026-04-18 14:45:00+00,UKK,ALA,KC,KZR,landed,,302,,,14,5,4,spring,t,large_airport,50.035033,82.496057,939,KZ,KZ-VOS,Ust-Kamenogorsk (Oskemen),t,large_airport,43.354267,77.042828,2234,KZ,KZ-ALA,Almaty,t,850.82,t,f,0,13,13,0,13,f,f,f,f,f,f,f,,2192,f,t,2,0,2026-05-12 11:28:17.548935+00
FS7792,2026-04-18 14:50:00+00,GUW,SCO,FS,AYN,active,,7792,,,14,5,4,spring,t,large_airport,47.121318,51.820343,-72,KZ,KZ-ATY,Atyrau,t,large_airport,43.860093,51.09086,73,KZ,KZ-MAN,Aktau,t,367.06,t,f,1,3,4,1,3,f,f,f,f,t,f,f,720,682.2,t,t,2,1,2026-05-12 11:28:17.548935+00
